precipitation,temp_max,temp_min,wind,weather
-0.4536498564010315,-0.49529914041738154,-0.6442117501048223,1.0149797489499173,0
1.1785979064098107,-0.7947312124036793,-1.0823466225523297,0.8758331398464331,2
-0.3338518554607862,-0.6450151764105305,-0.20607687765731492,-0.654779560291891,2
2.586224417457693,-0.5769624327772811,-0.5247204212555022,1.0149797489499173,2
-0.2589781048731329,-1.0261105407567273,-1.0823466225523297,1.9890060126743048,2
-0.07928110346276497,-1.6385852334559723,-1.20183795140165,-0.7243528648436327,2
-0.4536498564010315,-1.2574898691097756,-1.0823466225523297,-0.654779560291891,2
-0.4536498564010315,-0.8763945047635785,-1.0823466225523297,-0.8634994739471168,4
0.19026439865278688,-0.9580577971234778,-0.6442117501048223,0.11052678977727104,2
-0.3039023552257249,-1.4072059051029242,-1.5204814949998373,0.11052678977727104,2
-0.4536498564010315,-1.4072059051029242,-1.859040260072911,1.2932729671568848,4
-0.4536498564010315,-1.4072059051029242,-1.9785315889222312,-0.933072778498859,4
-0.4536498564010315,-1.5569219410960728,-2.197599025145985,-1.3505126058093109,4
0.16031489841772553,-1.6385852334559723,-1.5204814949998373,1.4324195762603689,3
0.3400118998280935,-2.0877333414354187,-2.297175132520419,-0.02861981932621277,3
-0.07928110346276497,-2.0060700490755194,-2.197599025145985,1.223699662605143,3
0.7593049031189519,-1.788301269449121,-1.6399728238491573,1.6411394899155947,3
2.51135066687004,-2.2374493774285673,-2.197599025145985,1.223699662605143,3
1.8225121614636288,-2.3871654134217164,-2.197599025145985,-1.1417926921540849,3
1.5679414094656077,-1.2574898691097756,-1.859040260072911,-0.654779560291891,3
-0.004407352875111673,-1.1077738331166265,-0.9827705151778963,3.4500454082608862,2
0.4598099007683388,-1.325542612743025,-1.20183795140165,1.084553053501659,2
-0.4536498564010315,-1.1077738331166265,-1.4209053876254039,0.24967339888075515,2
0.8341786537066053,-0.8763945047635785,-1.20183795140165,1.2932729671568848,2
0.7593049031189519,-1.0261105407567273,-0.7637030789541425,1.5019928808121112,2
0.2651381492404402,-1.0261105407567273,-1.4209053876254039,1.084553053501659,2
-0.4536498564010315,-1.325542612743025,-2.0781076962966645,-1.280939301257569,0
-0.4536498564010315,-1.325542612743025,-1.5204814949998373,-0.7243528648436327,2
3.6943559261549614,-0.9580577971234778,-0.863279186328576,0.8758331398464331,2
0.0854411478300723,-1.1077738331166265,-0.4251443138810687,1.2932729671568848,2
-0.18410435428547958,-0.9580577971234778,-0.4251443138810687,0.45839331253598103,2
1.5679414094656077,-1.0261105407567273,-0.9827705151778963,-0.37648634208492276,2
-0.4536498564010315,-1.1077738331166265,-1.3014140587760834,-0.4460596466366648,4
